Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","BC1003TR-ND,BC1003CT-ND","K150J15C0GF5TL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 15PF 50V C0G/NP0 RADIAL","37,400","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","15 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K470J15C0GF53L2-ND","K470J15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 47PF 50V C0G/NP0 RADIAL","29,104","0.25","0","1","Bulk","Mono-Kap™ K","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K104K10X7RF5TL2TR-ND,56-K104K10X7RF5TL2CT-ND","K104K10X7RF5TL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 0.1UF 50V X7R RADIAL","26,680","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.205"" (5.20mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/28515/sseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/608/S681K29Y5PN63J5R.JPG","1251PH-ND","S102K29Y5PN63J5R","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 1KV Y5P RADIAL","26,672","0.25","0","1","Bulk","S","Active","1000 pF","±10%","1000V (1kV)","Y5P (B)","-30°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial, Disc","0.295"" Dia (7.50mm)","0.453"" (11.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","BC1108TR-ND,BC1108CT-ND","K102K15X7RH5TL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 100V X7R RADIAL","26,102","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","1000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K102K10X7RH5UL2CT-ND,56-K102K10X7RH5UL2TB-ND","K102K10X7RH5UL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 100V X7R RADIAL","24,030","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","1000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.205"" (5.20mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/28549/dseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2407/BC%2017.53D.jpg","BC5115-ND","D103Z25Z5VF63L6R","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 50V Z5V RADIAL","23,012","0.25","0","1","Bulk","D","Active","10000 pF","-20%, +80%","50V","Z5V","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Radial, Disc","0.256"" Dia (6.50mm)","-","-","0.252"" (6.40mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","BC5150-ND","K331K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 330PF 50V X7R RADIAL","22,142","0.25","0","1","Bulk","Mono-Kap™ K","Active","330 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K392K15X7RF53L2-ND","K392K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 3900PF 50V X7R RADIAL","18,239","0.25","0","1","Bulk","Mono-Kap™ K","Active","3900 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K330K15C0GF53L2-ND","K330K15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 33PF 50V C0G/NP0 RADIAL","18,204","0.25","0","1","Bulk","Mono-Kap™ K","Active","33 pF","±10%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://search.kemet.com/download/datasheet/C410C103M1U5TA7200","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-4453-2-ND,399-4453-1-ND","C410C103M1U5TA7200","KEMET","KEMET","CAP CER 10000PF 100V Z5U AXIAL","17,947","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","AxiMax 400 Comm Z5U","Active","10000 pF","±20%","100V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.100"" Dia x 0.170"" L (2.54mm x 4.32mm)","-","-","-","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K180J15C0GF53L2-ND","K180J15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 18PF 50V C0G/NP0 RADIAL","14,772","0.25","0","1","Bulk","Mono-Kap™ K","Active","18 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K102K10X7RF53L2-ND","K102K10X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 50V X7R RADIAL","13,978","0.25","0","1","Bulk","Mono-Kap™ K","Active","1000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.205"" (5.20mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K221K15X7RF53L2-ND","K221K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 220PF 50V X7R RADIAL","13,266","0.25","0","1","Bulk","Mono-Kap™ K","Active","220 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","K471K15X7RF53H5-ND","K471K15X7RF53H5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 470PF 50V X7R RADIAL","13,222","0.25","0","1","Bulk","Mono-Kap™ K","Active","470 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.260"" (6.60mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173500-1-ND,445-173500-3-ND","FG28C0G1H471JNT06","TDK Corporation","TDK Corporation","CAP CER 470PF 50V C0G RADIAL","12,511","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","470 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173197-1-ND,445-173197-3-ND","FG18C0G1H471JNT06","TDK Corporation","TDK Corporation","CAP CER 470PF 50V C0G RADIAL","11,167","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","470 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC5230CT-ND,BC5230TB-ND","K220J10C0GF5UH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 22PF 50V C0G/NP0 RADIAL","10,614","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C440C105M5U5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-17286-ND","C440C105M5U5TA","KEMET","KEMET","CAP CER 1UF 50V Z5U AXIAL","10,472","0.25","0","1","Bulk","AxiMax 400 Comm Z5U","Active","1 µF","±20%","50V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.150"" Dia x 0.260"" L (3.81mm x 6.60mm)","-","-","-","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K330J15C0GF53L2-ND","K330J15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 33PF 50V C0G/NP0 RADIAL","10,068","0.25","0","1","Bulk","Mono-Kap™ K","Active","33 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173588-1-ND,445-173588-3-ND","FG28X7R1H104KNT06","TDK Corporation","TDK Corporation","CAP CER 0.1UF 50V X7R RADIAL","6,803","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K100K15C0GF53L2-ND","K100K15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10PF 50V C0G/NP0 RADIAL","6,319","0.25","0","1","Bulk","Mono-Kap™ K","Active","10 pF","±10%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173265-1-ND,445-173265-3-ND","FG18X7R1H104KNT06","TDK Corporation","TDK Corporation","CAP CER 0.1UF 50V X7R RADIAL","6,013","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-181757-ND","FG28C0G1H471JNT00","TDK Corporation","TDK Corporation","CAP CER 470PF 50V C0G RADIAL","5,746","0.25","0","1","Bulk","FG","Active","470 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC2658CT-ND,BC2658TB-ND","K101K10X7RH5UH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 100PF 100V X7R RADIAL","5,647","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","100 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC2690CT-ND,BC2690TB-ND","K681K10X7RF5UH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 680PF 50V X7R RADIAL","4,549","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","680 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C410C103Z5U5TA7200","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-C410C103Z5U5TA7200TR-ND,399-C410C103Z5U5TA7200CT-ND","C410C103Z5U5TA7200","KEMET","KEMET","CER CAP 0.01UF 50V","3,675","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","AxiMax 400 Comm Z5U","Active","10000 pF","-20%, +80%","50V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.095"" Dia x 0.170"" L (2.41mm x 4.32mm)","-","-","-","Straight"
"https://content.kemet.com/datasheets/KEM_C1050_GOLDMAX_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-4260-ND","C320C103K1R5TA","KEMET","KEMET","CAP CER 10000PF 100V X7R RADIAL","3,513","0.25","0","1","Bulk","GoldMax 300 Comm X7R","Active","10000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://search.kemet.com/download/datasheet/C320C104M5R5TA7303","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1026/MFG_GoldMax_300-X7R.jpg","399-C320C104M5R5TA7303TR-ND,399-C320C104M5R5TA7303CT-ND","C320C104M5R5TA7303","KEMET","KEMET","CAP CER 0.1UF 50V X7R RADIAL","3,423","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","GoldMax 300 Comm X7R","Active","0.1 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://search.kemet.com/download/datasheet/C410C103Z5U5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-C410C103Z5U5TA-ND","C410C103Z5U5TA","KEMET","KEMET","CER CAP 0.01UF 50V","2,699","0.25","0","1","Bulk","AxiMax 400 Comm Z5U","Active","10000 pF","-20%, +80%","50V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.095"" Dia x 0.170"" L (2.41mm x 4.32mm)","-","-","-","Straight"
"https://search.kemet.com/download/datasheet/C410C103M5U5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-9840-ND","C410C103M5U5TA","KEMET","KEMET","CAP CER 10000PF 50V Z5U AXIAL","2,425","0.25","0","1","Bulk","AxiMax 400 Comm Z5U","Active","10000 pF","±20%","50V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.100"" Dia x 0.170"" L (2.54mm x 4.32mm)","-","-","-","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","56-K104M10X7RF5UH5CT-ND,56-K104M10X7RF5UH5TB-ND","K104M10X7RF5UH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 0.1UF 50V X7R RADIAL","47,585","0.25","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","0.1 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","56-K104K10X7RF5TH5TR-ND,56-K104K10X7RF5TH5CT-ND","K104K10X7RF5TH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 0.1UF 50V X7R RADIAL","47,116","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K680K15C0GF53L2-ND","K680K15C0GF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 68PF 50V C0G/NP0 RADIAL","18,164","0.25","0","1","Bulk","Mono-Kap™ K","Active","68 pF","±10%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K681K15X7RF53L2-ND","K681K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 680PF 50V X7R RADIAL","17,861","0.25","0","1","Bulk","Mono-Kap™ K","Active","680 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://search.kemet.com/download/datasheet/C320C103K1R5TA7303","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-13927-2-ND,399-13927-1-ND","C320C103K1R5TA7303","KEMET","KEMET","CAP CER 10000PF 100V X7R RADIAL","11,069","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","GoldMax 300 Comm X7R","Active","10000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://search.kemet.com/download/datasheet/C320C104M5R5TA7301","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-13978-2-ND,399-13978-1-ND","C320C104M5R5TA7301","KEMET","KEMET","CAP CER 0.1UF 50V X7R RADIAL","9,579","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","GoldMax 300 Comm X7R","Active","0.1 µF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","K102K15X7RH53L2-ND","K102K15X7RH53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 100V X7R RADIAL","7,070","0.25","0","1","Bulk","Mono-Kap™ K","Active","1000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://search.kemet.com/download/datasheet/C410C103M1U5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1278/MFG_C4x0Cxxxxxx5TAAUTO.jpg","399-C410C103M1U5TA-ND","C410C103M1U5TA","KEMET","KEMET","CAP CER 10000PF 100V Z5U AXIAL","6,774","0.25","0","1","Bulk","AxiMax 400 Comm Z5U","Active","10000 pF","±20%","100V","Z5U","10°C ~ 85°C","-","-","General Purpose","-","Through Hole","Axial","0.095"" Dia x 0.170"" L (2.41mm x 4.32mm)","-","-","-","Straight"
"https://content.kemet.com/datasheets/KEM_C1050_GOLDMAX_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2079/Goldmax%2C-300.jpg","399-4323-ND","C322C102K2R5TA","KEMET","KEMET","CAP CER 1000PF 200V X7R RADIAL","1,606","0.25","0","1","Bulk","GoldMax 300 Comm X7R","Active","1000 pF","±10%","200V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.260"" (6.60mm)","-","0.200"" (5.08mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","56-K102K15X7RH5TK2TR-ND,56-K102K15X7RH5TK2CT-ND","K102K15X7RH5TK2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 100V X7R RADIAL","19,912","0.25","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","1000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.295"" (7.50mm)","-","0.098"" (2.50mm)","Formed Leads - Kinked"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K153K15X7RF53L2-ND","K153K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 0.015UF 50V X7R RADIAL","20,000","0.25","0","1","Bulk","Mono-Kap™ K","Active","0.015 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","56-K330J15C0GF53K2-ND","K330J15C0GF53K2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 33PF 50V C0G/NP0 RADIAL","20,000","0.25","0","1","Bulk","Mono-Kap™ K","Active","33 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.295"" (7.50mm)","-","0.098"" (2.50mm)","Formed Leads - Kinked"
